ROUND	VISIT	NEMSLOCATIONINDICATOR	SINGSERVBEVYN	DIETCOKE12OZYN	DIETCOKE12OZPR	DIETCOKE12OZNOTE	ALTDIET12OZYN	ALTDIET12OZBRAND	ALTDIET12OZPR	ALTDIET12OZNOTE	COKE12OZYN	COKE12OZPR	COKE12OZNOTE	ALTSSB12OZYN	ALTSSB12OZBRAND	ALTSSB12OZPR	ALTSSB12OZNOTE	DIETCOKE16OZYN	DIETCOKE16OZPR	DIETCOKE16OZNOTE	ALTDIET16OZYN	ALTDIET16OZBRAND	ALTDIET16OZPR	ALTDIET16OZNOTE	COKE16OZYN	COKE16OZPR	COKE16OZNOTE	ALTSSB16OZYN	ALTSSB16OZBRAND	ALTSSB16OZPR	ALTSSB16OZNOTE	DIETCOKE20OZYN	DIETCOKE20OZPR	DIETCOKE20OZNOTE	ALTDIET20OZYN	ALTDIET20OZBRAND	ALTDIET20OZPR	ALTDIET20OZNOTE	COKE20OZYN	COKE20OZPR	COKE20OZNOTE	ALTSSB20OZYN	ALTSSB20OZBRAND	ALTSSB20OZPR	ALTSSB20OZNOTE	JUICE152OZYN	JUICE152OZBRAND1	JUICE152OZBRAND2	JUICE152OZBRAND3	JUICE152OZPR	JUICE152OZNOTE	ALTJUICESMSIZEYN	ALTJUICESMSIZEBRAND1	ALTJUICESMSIZEBRAND2	ALTJUICESMSIZEBRAND3	ALTJUICESMSIZEOZ	ALTJUICESMSIZEPR	ALTJUICESMSIZENOTE	JUICEDRNK152OZYN	JUICEDRNK152OZBRAND1	JUICEDRNK152OZBRAND2	JUICEDRNK152OZBRAND3	JUICEDRNK152OZOZ	JUICEDRNK152OZPR	JUICEDRNK152OZNOTE	ALTJUICEDRNKSMSIZEYN	ALTJUICEDRNKSMSIZEBRAND1	ALTJUICEDRNKSMSIZEBRAND2	ALTJUICEDRNKSMSIZEBRAND3	ALTJUICEDRNKSMSIZEPR	ALTJUICEDRNKSMSIZENOTE	BTLWATERYN	NOCARBLOCALYN	NOCARBLOCALCOUNT	MULTISRVYN	DIETCOKE2LYN	DIETCOKE2LPR	DIETCOKE2LNOTE	ALTDIET2LYN	ALTDIET2LBRAND	ALTDIET2LPR	ALTDIET2LNOTE	COKE2LYN	COKE2LPR	COKE2LNOTE	ALTSSB2LYN	ALTSSB2LBRAND	ALTSSB2LPR	ALTSSB2LNOTE	DIETCOKE6PK75OZYN	DIETCOKE6PK75OZPR	DIETCOKE6PK75OZNOTE	ALTDIET6PK75OZYN	ALTDIET6PK75OZBRAND	ALTDIET6PK75OZPR	ALTDIET6PK75OZNOTE	COKE6PK75OZYN	COKE6PK75OZPR	COKE6PK75OZNOTE	ALTSSB6PK75OZYN	ALTSSB6PK75OZBRAND	ALTSSB6PK75OZPR	ALTSSB6PK75OZNOTE	DIETCOKE12PK12OZYN	DIETCOKE12PK12OZPR	DIETCOKE12PK12OZNOTE	ALTDIET12PK12OZYN	ALTDIET12PK12OZBRAND	ALTDIET12PK12OZPR	ALTDIET12PK12OZNOTE	COKE12PK12OZYN	COKE12PK12OZPR	COKE12PK12OZNOTE	ALTSSB12PK12OZYN	ALTSSB12PK12OZBRAND	ALTSSB12PK12OZPR	ALTSSB12PK12OZNOTE	JUICE64OZYN	JUICE64OZBRAND1	JUICE64OZBRAND2	JUICE64OZBRAND3	JUICE64OZPR	JUICE64OZNOTE	ALTJUICE64OZYN	ALTJUICE64OZBRAND1	ALTJUICE64OZBRAND2	ALTJUICE64OZBRAND3	ALTJUICE64OZPR	ALTJUICE64OZNOTE	JUICEDRNK64OZYN	JUICEDRNK64OZBRAND1	JUICEDRNK64OZBRAND2	JUICEDRNK64OZBRAND3	JUICEDRNK64OZPR	JUICEDRNK64OZNOTE	ALTJUICEDRNK64OZYN	ALTJUICEDRNK64OZBRAND1	ALTJUICEDRNK64OZBRAND2	ALTJUICEDRNK64OZBRAND3	ALTJUICEDRNK64OZPR	ALTJUICEDRNK64OZNOTE	MULTISRVBTLWATERYN	MULTISRVNOCARBLOCALYN	MULTISRVNOCARBLOCALCOUNT	STORETYPE	INTLOCATION
3	1	G124A	1	0	 	 	0	 	 	 	1	.75	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.5	 	 	 	 	 	1	1.5	 	 	 	 	 	1	 	 	OTHER	 	APPLE AND EVE (6.75OZ)	 	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	1	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	3.99	COKE ZERO	 	 	 	 	1	3.99	 	 	 	 	 	1	5.99	ON SALE 2/10.00	 	 	 	 	1	5.99	ON SALE 2/10.00	 	 	 	 	1	MINUTE MAID	 	 	3.29	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	1.99	 	 	 	 	 	 	 	1	1	6	GROCERY	ASSOCIATED SUPERMARKETS . 2400 ADAM CLAYTON POWELL BLVD. NY; NY 10030
3	2	G124A	1	0	 	 	1	CAWY	1.5	2/$3	1	.75	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	1	SNAPPLE	1.25	 	1	1.49	 	 	 	 	 	1	1.49	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	.99	MISTIC	1	1	2	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	4.99	 	 	 	 	 	1	4.99	 	 	 	 	 	1	4.5	2/9$	 	 	 	 	1	4.5	2/$9	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	3.99	 	 	 	 	 	 	 	1	 	TROPICANA	OTHER	 	WELCK; SSIPS; EARHWISE;VARIES FROM 1.59-3.59	 	 	 	 	 	 	1	1	6	GROCERY	ASSOCIATED SUPERMARKET 244 ADAM CLAYTON POWELL JR BLVD
3	1	G127B	1	0	 	 	0	 	 	 	0	 	 	1	PEPSI	1	VERY LITTLE PRODUCT IN SODA COOLER WHICH IS LOCATED BY DELI AREA	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	1	DIET PEPSI	1.5	 	0	 	 	1	PEPSI	1.5	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	3	1	1	1.99	ON SALE 3 FOR 4.00	 	 	 	 	1	1.99	ON SALE 3 FOR 4.00	 	 	 	 	1	4.99	COKE ZERO	 	 	 	 	1	4.99	 	 	 	 	 	1	6.79	4.99 ON SALE	 	 	 	 	1	6.79	4.99 ON SALE	 	 	 	 	1	 	TROPICANA	 	4.29	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.39	 	 	 	 	 	 	 	1	1	6	GROCERY	8210 BAXTER AVENUE.  FLUSHING; NY 11373
3	1	G128	1	0	 	 	0	 	 	 	0	 	 	1	C&C COLA	.75	SINGLE SERVE AREA LOCATED BEHIND DELI COUNTER N	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	 	TROPICANA	 	1.5	 	 	 	 	 	 	 	 	1	 	 	OTHER	 	1.25	 	 	 	 	 	 	 	1	0	0	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	6.49	 	 	 	 	 	1	6.49	 	 	 	 	 	1	 	TROPICANA	 	4.29	ON SALE FOR 2.99	 	 	 	 	 	 	1	MINUTE MAID	 	 	1.99	 	 	 	 	 	 	 	1	1	6	GROCERY	146 EAST 98TH STREET @ WINTHROP ST. BROOKLYN; NY
3	2	G128	1	0	 	 	0	 	 	 	0	 	 	1	C&C	.5	BEHIND DELI COUNTER	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	 	 	OTHER	.99	WELCH'S BRAND IN A DIFFERENT AREA OF STORE	 	 	 	 	 	 	 	1	 	 	OTHER	16	.99	WELCH'S BRAND	 	 	 	 	 	 	1	0	0	1	0	 	 	1	DIET PEPSI	1.99	 	1	1.99	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	6.49	 	 	 	 	 	1	6.49	 	 	 	 	 	1	 	TROPICANA	 	4.29	ON SALE FOR 2.99	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.39	ON SALE FOR1.69	 	 	 	 	 	 	1	1	6	GROCERY	C-TOWN 146 EAST 98TH ST @WINTROP AVE. BKLYN; NY
3	1	G130	1	1	.75	 	 	 	 	 	1	.75	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.5	 	 	 	 	 	1	1.5	 	 	 	 	 	1	 	TROPICANA	 	1.69	14OZ SIZE	 	 	 	 	 	 	 	1	 	 	OTHER	 	1.25	 	 	 	 	 	 	 	1	1	1	1	1	1.89	 	 	 	 	 	1	1.89	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	5.99	ON SALE 2/10.00	 	 	 	 	1	5.99	ON SALE 2/10.00	 	 	 	 	1	MINUTE MAID	 	 	3.39	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.39	ON SALE 3/ 5.00	 	 	 	 	 	 	1	1	6	GROCERY	ASSOCIATED SUPERMARKET 1486 LEXINGTON AVENUE @ 96TH ST NY; NY
3	1	G132	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	1	DIET PEPSI	1.25	ONLY SINGLE SERVE BEVERAGES WERE IN A VENDING MACHINE	0	 	 	1	PEPSI	1.25	LOCATED IN VENDING MACHINE	1	 	 	OTHER	1.25	APPLE AND EVE (6.75OZ)	 	 	 	 	 	 	 	1	 	 	OTHER	 	1.25	 	 	 	 	 	 	 	1	1	6	1	1	1.79	SALE 4 FOR 5	 	 	 	 	1	1.79	SALE 4 FOR 5	 	 	 	 	1	3.99	 	 	 	 	 	1	3.99	 	 	 	 	 	1	5.49	 	 	 	 	 	1	5.49	 	 	 	 	 	1	MINUTE MAID	 	 	2.88	LOW ACID VERSION WAS 3.49	 	 	 	 	 	 	1	MINUTE MAID	 	 	1.99	 	 	 	 	 	 	 	1	1	6	GROCERY	WESTERN BEEF SUPERMARKET. 2050 WEBSTER AVENUE. BRONX NY 10457
3	1	G134	1	1	.75	 	 	 	 	 	0	 	 	1	DR PEPPER	.75	 	1	1	16.9	 	 	 	 	1	1	16.9	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	 	 	OTHER	1.25	16 OZ LANGER'S100% PINEAPPLE JUICE	 	 	 	 	 	 	 	1	 	 	OTHER	16	1.25	LANGER'S FRUIT PUNCH	 	 	 	 	 	 	1	1	3	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	4.59	3.99 ON SALE	 	 	 	 	1	4.59	3.99 ON SALE	 	 	 	 	1	6.49	 	 	 	 	 	0	 	 	1	PEPSI	5.99	ON SALE FOR 3.99	1	 	TROPICANA	 	4.39	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.49	 	 	 	 	 	 	 	1	1	6	GROCERY	C-TOWN SUPERMARKET; 325 LAFAYETTE AVENUE
3	1	G138	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	 	 	 	 	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	 	 	OTHER	2.99	16 OZ. FOOD EMPORIUM BRAND	 	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	6	1	1	2.29	 	 	 	 	 	0	 	 	1	PEPSI	2.29	1.79 ON SALE	1	4.99	 	0	 	 	 	1	4.99	 	1	 	 	 	1	6.99	ON SALE FOR 2 FOR 9$	 	 	 	 	1	6.99	ON SALE 2 FOR 9$	 	 	 	 	1	MINUTE MAID	 	 	4.29	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.49	 	 	 	 	 	 	 	1	1	6	GROCERY	452 WEST 43RD ST. NY; NY
3	2	G138	1	0	 	 	1	REDBULL	2.99	THIS SUPERMARKET IS UNDER CONSTRTUCTION.  I TRIED TO FIND MOST OF THE ITEM BUT S	0	 	 	1	REDBULL	2.99	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	 	1.75	TROP 50	1	1	1	1	1	2.29	 	 	 	 	 	1	2.29	 	 	 	 	 	1	4.99	8 PACK NOT 6	 	 	 	 	1	4.99	8 PACK NOT 6	 	 	 	 	1	6.99	 	 	 	 	 	1	6.99	 	 	 	 	 	1	 	TROPICANA	 	4.49	 	 	 	 	 	 	 	1	 	TROPICANA	 	3.09	PRICE VARIES FROM 2.75-4.49	 	 	 	 	 	 	1	1	6	GROCERY	FOOD EMPORIUM 452 WEST 43 RD ST NY NY
3	1	G139	1	0	 	 	1	REDBULL	2.99	 	0	 	 	1	PEPSI	1.19	 	0	 	 	1	SNAPPLE	1.09	 	0	 	 	1	MONSTER	1.99	 	0	 	 	0	 	 	 	0	 	 	1	TROPICAL FANTASY	.5	21 OZ	0	 	 	 	 	 	1	 	TROPICANA	 	14	1.69	 	1	 	 	OTHER	13.5	1.5	SIMPLY	 	 	 	 	 	 	1	1	1	1	1	2.99	THERE WAS NO PRICE LABELS; STAFF TOLD ME THE PRICE	 	 	 	 	1	2.99	 	 	 	 	 	1	3.99	 	 	 	 	 	1	3.99	 	 	 	 	 	1	5.99	 	 	 	 	 	1	5.99	 	 	 	 	 	1	 	TROPICANA	OTHER	4.19	FLORIA NATURAL 4.29; DOLE 3.49; SIMPLY ORANGE 2.99	 	 	 	 	 	 	1	 	TROPICANA	 	1.69	MIN MAID 2.79; SSIPS 1.69; NATURAL COUNTRY; EARTHWISE; WELCH	 	 	 	 	 	 	1	1	2	GROCERY	4261 BROADWAY NY NY; BRAVO SUPERMARKET
3	1	G202	1	1	.75	 	 	 	 	 	1	.75	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	1	MOUNTAIN DEW	2	 	1	1.69	 	 	 	 	 	1	1.69	 	 	 	 	 	0	 	 	 	 	 	1	 	 	OTHER	12	1.49	V8	0	 	 	 	 	 	 	1	 	 	OTHER	1.67	KERNS	1	0	0	1	1	1.5	 	 	 	 	 	1	1.5	 	 	 	 	 	1	3	8 PACK NOT 6	 	 	 	 	1	3	8 PACK NOT 6	 	 	 	 	1	4.69	 	 	 	 	 	1	4.69	 	 	 	 	 	1	MINUTE MAID	TROPICANA	 	1.99	 	 	 	 	 	 	 	1	 	 	OTHER	2.83	MIRA MANGO	 	 	 	 	 	 	1	1	6	GROCERY	SHOP RITE 100 PASSAIC AVE KEARNY NJ
3	1	G203	1	1	.75	 	 	 	 	 	1	75	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	.88	 	 	 	 	 	1	.88	 	 	 	 	 	0	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	OTHER	12	1.49	 	 	 	 	 	 	 	1	1	3	1	1	1.5	5/$4 SALE	 	 	 	 	1	1.5	5/$4	 	 	 	 	1	3.69	 	 	 	 	 	1	3.69	 	 	 	 	 	1	4.69	ON SALE: 2/$9.	 	 	 	 	1	4.69	ON SALE: 2/$9.	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	1.87-3.99	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	1.88-2.99	 	 	 	 	 	 	1	1	6	GROCERY	SHOP RITE
3	1	G206	 	1	.75	 	 	 	 	 	1	 	0.75	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.29	 	 	 	 	 	1	1.29	 	 	 	 	 	1	 	TROPICANA	 	15.2	1.29	 	 	 	 	 	 	 	1	 	 	OTHER	15.2	1.49	OCEAN SPRAY	 	 	 	 	 	 	1	0	0	1	1	1.67	 	 	 	 	 	1	1.67	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	5.49	 	 	 	 	 	1	5.49	 	 	 	 	 	1	 	 	OTHER	3.79	TREE RIPE 3.79; FLORIDA'S NATURAL 4.19 $; KRASDALE  2 FOR 3$	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	WELCH 3.89; KARASDALE .99; NEW MANS OWN LEMONADE 2.89; TROPICANA 2.09$; MIN MAIS	 	 	 	 	 	 	1	1	5	GROCERY	885 BERGEN AVE JERSEY CITY
3	1	G209	1	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	3	1	1	1.5	5/$5	 	 	 	 	1	1.5	5/$5	 	 	 	 	1	3.33	 	 	 	 	 	1	3.33	 	 	 	 	 	1	4.5	2/$9	 	 	 	 	1	4.5	2/$9	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	2.99-3.99	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	1.88-2.99	 	 	 	 	 	 	1	1	4	GROCERY	SHOPERITE
3	2	G209	1	0	 	 	1	REDBULL	2.99	 	0	 	 	1	REDBULL	2.99	 	0	 	 	1	MONSTER	1.99	 	0	 	 	1	MONSTER	1.99	 	1	1.85	 	 	 	 	 	1	1.85	 	 	 	 	 	1	 	 	OTHER	3.29	NAKED	 	 	 	 	 	 	 	1	 	 	OTHER	12	79	 	 	 	 	 	 	 	1	1	2	1	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	1	3	 	 	 	 	 	1	3	 	 	 	 	 	1	2.75	4/11$	 	 	 	 	1	2.75	4/11$	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	TROPICANA 3.99; MIN MAID 2.29; SIMPLY 3.69	 	 	 	 	 	 	1	 	TROPICANA	OTHER	 	TROPICANA 1.99; SSIPS 2/3$;	 	 	 	 	 	 	1	1	3	GROCERY	400 MARIN BLVD JERSEY CITY NJ SHOP RITE
3	1	G210	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	1.69	 	 	 	 	 	1	1.69	 	 	 	 	 	1	MINUTE MAID	 	 	1.39	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	0	0	1	1	1.5	2 FOR $3	 	 	 	 	1	1.5	2 FOR $3	 	 	 	 	1	3.69	3/$10	 	 	 	 	1	3.69	3/$10	 	 	 	 	1	5.49	3/$10	 	 	 	 	1	5.49	3/$10.; SALE	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	2.79-3.79	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	1.99-2.89	 	 	 	 	 	 	1	1	3	GROCERY	STOP AND SHOP 232 CENTRAL AVE JC;NJ
3	2	G210	1	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.69	 	 	 	 	 	1	1.69	 	 	 	 	 	1	MINUTE MAID	 	 	1.39	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	1	1	1	1.89	 	 	 	 	 	1	1.89	 	 	 	 	 	1	3.69	 	 	 	 	 	1	3.69	 	 	 	 	 	1	5.49	ON SALE FOR 4.99	 	 	 	 	1	5.49	ON SALE FOR 4.99	 	 	 	 	1	MINUTE MAID	 	 	2.79	 	 	 	 	 	 	 	1	MINUTE MAID	 	 	2.19	 	 	 	 	 	 	 	1	1	6	GROCERY	STOP AND SHOP AT 232 CENTRAL AVENUE BTWN MANHATTAN AVE AND FRANLKLIN ST. JERSEY CITY; NJ
3	1	G212	1	0	 	 	1	REDBULL	2.19	 	0	 	 	1	REDBULL	2.19	 	0	 	 	1	REDBULL	3.59	 	0	 	 	1	REDBULL	3.59	 	1	1.59	 	 	 	 	 	1	1.59	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	12	1.59	 	0	 	 	 	 	 	 	1	 	 	OTHER	1.49	TROPICAL FRUIT JUICE GUAYABA	1	0	0	1	1	1.09	 	 	 	 	 	1	1.09	 	 	 	 	 	1	3.39	8 PACK NOT 6	 	 	 	 	1	3.39	8 PACK NOT 6	 	 	 	 	1	5.99	 	 	 	 	 	1	5.99	 	 	 	 	 	1	MINUTE MAID	TROPICANA	 	3.99	SIMPL 3.99; FLORIDA'S NATURE 4.29; DOLE 3.49; AMERICA'S CHOICE 1.98	 	 	 	 	 	 	1	 	TROPICANA	 	3.99	SSIPS .98; WELCH 2.48; MINUE MAID 2.18	 	 	 	 	 	 	1	1	6	GROCERY	420 GRAND AVE JERSEY CITY PATH MARK
3	2	G212	1	0	 	 	1	REDBULL	2.99	 	0	 	 	1	REDBULL	2.99	 	0	 	 	1	REDBULL	3.59	 	0	 	 	1	ROCKSTAR	2.19	 	1	1.59	 	 	 	 	 	1	1.59	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	12	1.59	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	1	1	1	1	1.89	 	 	 	 	 	1	1.89	 	 	 	 	 	1	3.39	 	 	 	 	 	1	3.39	 	 	 	 	 	1	2.5	4/$10	 	 	 	 	1	2.5	4/10$	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	TROPICANA  3.99; MIN MAID 2.48; SIMPLY 3.99;	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	MIN MAID 2.45; TROPICANA 2.15; SSIPS 1.16; WELCH 3.19	 	 	 	 	 	 	1	1	3	GROCERY	420 GRAND ST JERSEY CITY NJ PATHMARK
3	1	G216	1	1	.79	 	 	 	 	 	1	.79	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.69	 	 	 	 	 	1	1.69	 	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	14	1.49	 	0	 	 	 	 	 	 	1	 	 	OTHER	.39	SUNNY D	1	1	3	1	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	1	3.99	8 PACK	 	 	 	 	1	3.99	SOLD IN 8 PACKS	 	 	 	 	1	4	REG PRICE 5.49	 	 	 	 	1	4	REG 5.49	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	3.33	HAVE MANY BRA NDS OF 100% JUICE.  PRICES RANGE FROM	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	1.67	MINUTE MAID ON SPECIAL. MANY OTHER BRANDS AVAILABLE AT HIGHER PRICES.      MANY	 	 	 	 	 	 	1	1	4	GROCERY	A&J SEABRA SUPERMARKET 260 LAFAYETTE ST; NEWARK NJ
3	1	G222	1	1	.79	 	 	 	 	 	1	.79	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.69	 	 	 	 	 	1	 	1.69	 	 	 	 	0	 	 	 	 	 	1	 	TROPICANA	 	14	1.49	 	0	 	 	 	 	 	 	1	 	 	OTHER	1.09	 	1	1	4	 	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	1	3.69	8 PACK	 	 	 	 	1	3.69	8 PACK	 	 	 	 	1	3.67	REG PRICE 5.49	 	 	 	 	1	3.67	REG PRICE 5.49	 	 	 	 	1	 	TROPICANA	 	3.33	 	 	 	 	 	 	 	1	 	TROPICANA	 	2.29	 	 	 	 	 	 	 	1	1	4	GROCERY	260 LAFAYETTE ST.; NEWARK NJ
3	1	G224	1	0	 	 	0	 	 	 	1	.79	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	1	MONSTER	1.99	 	0	 	 	0	 	 	 	1	1.69	 	 	 	 	 	1	 	TROPICANA	 	1.69	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	.33	FRUITY KING	1	0	0	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	4.99	 	 	 	 	 	1	4.99	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	4.29	TROPICANA AND DOLE 4.49 $; SIMPLY MAID 5.99$; MINMAID 3.99	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	4.49	HOMEMAKER 2/3$;3; KARASDALE 1.49$; SSIPS 1.59$	 	 	 	 	 	 	1	1	3	GROCERY	506 CENTRAL AVE JERSEY CITY
3	2	G224	1	0	 	 	0	 	 	 	1	.75	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.25	HE WAS NOT SURE ABOUT THE PRICE	 	 	 	 	1	 	TROPICANA	 	1.49	 	 	 	 	 	 	 	 	0	 	 	 	 	 	 	1	 	 	OTHER	.33	FRUITY KING	1	0	0	1	1	1.99	 	 	 	 	 	1	1.99	 	 	 	 	 	1	4.29	8 PACK NOT 6	 	 	 	 	1	4.29	8 PACK NOT 6	 	 	 	 	1	4.99	 	 	 	 	 	1	4.99	 	 	 	 	 	1	 	TROPICANA	 	4.49	SIMPLY ORANGE AND LEMONADE 3.69;	 	 	 	 	 	 	1	MINUTE MAID	 	 	1.67	SSIPS 1.59; KARASDALE .99; HOME MAKER 2/3$; EARTHWISE 2.59$	 	 	 	 	 	 	1	1	4	GROCERY	506 CENTRAL AVE JERSEY CITY; C TOWN
3	1	G228	1	1	.59	 	 	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	0	 	 	0	 	 	 	1	1.69	 	 	 	 	 	1	1.69	 	 	 	 	 	0	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	1	0	0	1	1	1.5	 	 	 	 	 	1	1.5	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	1	5.49	 	 	 	 	 	1	5.49	 	 	 	 	 	1	 	TROPICANA	 	3.79	 	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	BRANDS: WELCHS SSIPS ; GROWERS PRIDE;VARIES FROM 1.59-3.39	 	 	 	 	 	 	1	1	6	GROCERY	260 LAFAYETTE ST NEWARK A& J SEABRA
3	1	G232	1	1	1.5	 	 	 	 	 	1	1.5	 	 	 	 	 	0	 	 	0	 	 	 	1	 	 	 	 	 	 	1	1.25	 	 	 	 	 	1	1.25	 	 	 	 	 	1	 	TROPICANA	OTHER	1.49	NAKED 2.99	 	 	 	 	 	 	 	1	 	TROPICANA	OTHER	15.2	1.49	OCEAN SPRAY	 	 	 	 	 	 	1	1	2	1	1	1.79	 	 	 	 	 	1	1.79	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	 	 	 	 	0	 	 	0	 	 	 	1	4	2 FOR 8	 	 	 	 	1	MINUTE MAID	TROPICANA	 	 	2.69; .2.19	 	 	 	 	 	 	1	MINUTE MAID	TROPICANA	OTHER	 	HOMEMAKET 1.49; BRIGHT EARLY 1.49; SUNSHINE 3.29; SSIP 1.49; WELCH 3.49	 	 	 	 	 	 	1	1	3	GROCERY	125 AVON AVE NEWARK
